timestamp,close,volatility_bollinger_upper,volatility_bollinger_lower,volatility_atr,volatility_historical,momentum_rsi,momentum_macd,momentum_roc,momentum_obv,ma_sma_50,ma_ema_9,ma_ema_21,ma_slope_short,ma_slope_long,pattern_mean_reversion,pattern_volume_spike,pattern_impulse,lag_return_1,lag_return_2,lag_close_1,lag_close_2,lag_volume_1,lag_volume_2,correlation_20d,correlation_trend,label
2025-09-04 11:55:00,152250.0,151711.4349109249,150139.5650890751,182.14285714285714,0.0016978186917621602,75.49019607801692,121.7342187493341,0.009448035803083066,9.0,151090.3,151249.3857517817,151073.27246876108,449.02295533311553,388.8999999999942,3.3705081211825423,1.6666666652777777,3.833181021401558,0.0030112508272666094,0.0030112508272666094,151555.0,151100.0,1.0,1.0,0.2865405838985311,0.3976527097775074,0
2025-09-04 13:35:00,152000.0,151899.42566881864,150056.57433118136,191.07142857142858,0.0015860275693313937,71.96261682205328,179.40631707798457,0.00862641008626408,8.0,151166.3,151399.50860142536,151157.52042614642,539.218364266475,430.8999999999942,2.218301561553139,0.8333333326388889,1.3062617173227216,0.0045857939361948485,0.007610853739245638,152250.0,151555.0,2.0,1.0,0.18594922042692966,0.5412590410412622,0
2025-09-04 14:00:00,151945.0,152046.87790386623,150033.62209613377,186.07142857142858,0.0015251913781113482,73.89635316658942,218.15902867930708,0.008428737348598059,7.0,151235.2,151508.6068811403,151229.10947831493,509.3746914131625,476.30000000001746,1.7975857742930919,0.8333333326388889,0.2954782161338841,-0.0016420361247947435,0.0029362277720959007,152000.0,152250.0,1.0,2.0,0.10676361341485484,0.6062278339126679,1
2025-09-05 06:00:00,152300.0,152259.48770314344,149956.01229685656,207.85714285714286,0.0015614204187280017,78.35051546354057,274.35378530510934,0.011624045167718311,8.0,151315.2,151666.88550491224,151326.46316210448,417.49975313054165,540.3000000000175,2.0703498665432667,0.8333333326388889,1.7118928238206648,-0.00036184210526313265,-0.0020032840722495893,151945.0,152000.0,1.0,1.0,0.03318263655945641,0.7000913824503586,0
2025-09-05 06:05:00,152300.0,152440.68720341608,149909.81279658392,195.35714285714286,0.0015614204187280017,76.96526508187294,315.25447741584503,0.01196013289036535,8.0,151353.2,151793.5084039298,151414.96651100408,393.9998025044333,558.3000000000175,1.7776464876517641,0.8333333326388889,0.0,0.002336371713449026,0.0019736842105262387,152300.0,151945.0,1.0,1.0,-0.024525788452192186,0.7731535407006492,1
2025-09-05 06:30:00,152550.0,152654.06077785755,149843.93922214245,204.28571428571428,0.0015823379089595065,82.34265734225427,363.64955553776235,0.012242460435951008,10.0,151384.2,151944.80672314385,151518.15137364008,436.1998420035525,560.2000000000116,1.8518771863832337,1.59999999872,1.2257841334795416,0.0,0.002336371713449026,152300.0,152300.0,1.0,1.0,0.1492401652876943,0.8483784989058297,1
2025-09-05 07:15:00,153400.0,153064.5013834048,149678.4986165952,263.2142857142857,0.0019146544047814002,86.97421980971028,465.2280406129139,0.01724137931034475,12.0,151436.2,152235.84537851508,151689.228521491,568.959873602842,571.2000000000116,2.396335903657788,1.5384615372781063,3.247299635071188,0.0016414970453053623,0.0016414970453053623,152550.0,152300.0,2.0,1.0,0.30429012294184593,0.8858518844804809,0
2025-09-05 08:25:00,153400.0,153397.57907835697,149602.92092164303,254.28571428571428,0.001886174826246658,90.0280898872864,539.5105797389115,0.015221707478491053,12.0,151479.2,152468.67630281206,151844.75320135546,675.1678988822678,567.1000000000058,2.002551925934864,0.7692307686390532,0.0,0.005571943625040987,0.007222586999343417,153400.0,152550.0,2.0,2.0,0.18036461135223245,0.9173571863539327,0
2025-09-05 13:15:00,153200.0,153627.12142707175,149623.37857292825,265.0,0.001911230150308425,86.38814016139908,575.6064656098024,0.013898080741231,11.0,151510.2,152614.94104224967,151967.95745577768,670.1343191058259,547.0,1.5732778626066866,0.7692307686390532,0.7537325597555012,0.0,0.005571943625040987,153400.0,153400.0,1.0,2.0,0.08706647984642617,0.9382885757954118,1
2025-09-05 14:00:00,153485.0,153876.6904237851,149657.3095762149,270.7142857142857,0.0019042592877379538,86.67546174110463,620.0621429660823,0.012734650786843105,12.0,151544.9,152788.95283379976,152105.87041434334,553.107455284684,518.6000000000058,1.6286749758441126,0.7692307686390532,1.0547283334408926,-0.0013037809647978849,-0.0013037809647978849,153200.0,153400.0,1.0,1.0,-0.007640861275433913,0.9529779838424772,1
2025-09-08 07:05:00,153750.0,154149.7140206785,149676.7859793215,282.85714285714283,0.0019119823912713085,87.2474747471663,668.965455504891,0.009852216748768461,13.0,151579.9,152981.16226703982,152255.33674031214,512.4859642277588,489.6000000000058,1.642548221671027,0.79999999936,0.9384857302648504,0.0018603133159269536,0.0005541069100392093,153485.0,153200.0,1.0,1.0,0.014699705611922064,0.970142546018413,0
2025-09-08 07:10:00,153500.0,154320.2774416188,149786.2225583812,279.2857142857143,0.0019590270409358262,80.69053708411006,679.7134587132896,0.009868421052631637,11.0,151609.9,153084.92981363187,152368.48794573828,469.9887713821954,443.6000000000058,1.2763409682995817,1.5384615372781063,0.8936846605015395,0.0017265530833632248,0.0035900783289817273,153750.0,153485.0,1.0,1.0,0.08745010562406934,0.9753895618533018,0
2025-09-08 09:30:00,152200.0,154301.9541058686,149957.0458941314,372.14285714285717,0.0028699086076178775,60.55662188083536,576.6845329225471,0.0016782388364211531,10.0,151608.9,152907.94385090552,152353.1708597621,118.99101710575633,373.69999999998254,0.06490355751082537,0.7692307686390532,3.4636959331553108,-0.001626016260162566,9.772941981300853e-05,153500.0,153750.0,2.0,1.0,0.04410844104315206,0.9107444832908361,1
2025-09-09 06:00:00,152300.0,154258.6206153059,150175.3793846941,346.7857142857143,0.0028526532333813834,57.67250257449899,497.3691690361011,0.0,11.0,151594.9,152786.3550807244,152348.33714523827,-194.80718631541822,279.69999999998254,0.08130795641234453,0.7692307686390532,0.28855184903453823,-0.00846905537459286,-0.010081300813008176,152200.0,153500.0,1.0,2.0,-0.010637148981028867,0.8386879066772192,1
2025-09-09 06:05:00,152550.0,154197.44372428436,150441.55627571564,315.0,0.002853507386087971,53.40136054404817,449.502497398149,0.0016414970453053623,12.0,151598.4,152739.0840645795,152366.67013203478,-345.84574905235786,245.19999999998254,0.24548126444800136,0.7692307686390532,0.7949531840991264,0.0006570302233903647,-0.007817589576547213,152300.0,152200.0,1.0,1.0,-0.0848840260278234,0.7709462756689169,0
2025-09-09 14:00:00,152300.0,154117.15960794,150681.34039206,315.0,0.0028943892745656495,53.40136054404817,386.93456380831776,-0.0016388069485414603,11.0,151600.9,152651.2672516636,152360.60921094072,-256.67659924190957,216.69999999998254,-0.11554740661692586,0.79999999936,0.7923497701206171,0.0016414970453053623,0.0022996057818660542,152550.0,152300.0,1.0,1.0,0.06947880046586513,0.6652683913781684,1
2025-09-10 06:05:00,152400.0,154023.86126092245,150934.63873907755,325.35714285714283,0.0028944428363089037,55.10662177311527,341.48180029715877,-0.006518904823989535,15.0,151608.9,152601.01380133088,152364.19019176427,-185.34127939352766,172.69999999998254,-0.10261481578551909,2.9629629607681753,0.30755622000956145,-0.0016388069485414603,0.0,152300.0,152550.0,1.0,1.0,0.14132094111335697,0.5465583206766588,1
2025-09-10 06:30:00,152625.0,153957.40058961321,151153.59941038679,316.07142857142856,0.002883097049968735,53.757225433352005,319.92784825505805,-0.005052151238591929,16.0,151616.4,152605.8110410647,152387.90017433115,-133.27302351480466,137.19999999998254,0.09915111030672392,0.7407407401920438,0.7129150434418516,0.0006565988181221893,-0.000983284169124854,152400.0,152300.0,4.0,1.0,0.10192380635761167,0.43596527179290323,0
2025-09-10 07:00:00,152000.0,153855.79572946817,151345.20427053183,360.7142857142857,0.0030608648943209645,46.969696969564126,249.53739752972615,-0.007832898172323799,12.0,151628.4,152484.6488328518,152352.63652211922,-166.61841881182045,118.19999999998254,-0.9567466628018426,2.6666666648888886,1.725577236067388,0.001476377952756014,0.002133946158896949,152625.0,152400.0,1.0,4.0,-0.09795913942334192,0.19546121199066174,1
2025-09-10 07:05:00,152650.0,153810.04082179643,151500.45917820357,389.2857142857143,0.0031320544958687202,50.934579439119055,243.3963048243604,-0.00544027103625766,14.0,151653.4,152517.71906628145,152379.66956556294,-83.29473504942143,108.5,-0.00909255581339633,1.290322579812695,1.6768643834967372,-0.004095004095004073,-0.002624671916010457,152000.0,152625.0,4.0,1.0,-0.15998676505567028,0.050575919101238334,1
2025-09-11 06:35:00,153500.0,153914.72634413594,151520.77365586406,389.2857142857143,0.003208517055972834,50.934579439119055,303.6174281483691,-0.001626016260162566,17.0,151703.4,152714.17525302517,152481.5177868754,108.36421196046285,123.5,1.307043374467641,1.8749999988281247,2.195643664953262,0.004276315789473628,0.00016380016380024287,152650.0,152000.0,2.0,4.0,-0.027671521588783145,0.10483345518104316,0
2025-09-11 07:00:00,153500.0,153988.34047292432,151597.15952707568,389.2857142857143,0.003173964525056094,50.934579439119055,347.3391922552255,0.0,17.0,151761.4,152871.34020242014,152574.10707897763,386.691369568347,151.5,1.1830974167416144,0.6249999996093749,0.0,0.005568293481821085,0.009868421052631637,153500.0,152650.0,3.0,2.0,-0.10736250246529537,0.10339236804255778,0
2025-09-11 07:10:00,153200.0,153994.12752100016,151716.87247899984,396.42857142857144,0.00321631069382675,49.999999999871555,353.7042303189519,0.006570302233902758,15.0,151815.4,152937.0721619361,152631.00643543422,419.35309565466014,206.5,0.605114479749782,1.2121212113865931,0.7552774614460497,0.0,0.005568293481821085,153500.0,153500.0,1.0,3.0,-0.15171080562511965,0.029924677190741166,1
2025-09-11 07:40:00,153500.0,154057.34015841468,151773.65984158532,397.5,0.0032055226282390005,50.13723696236013,378.59188999488833,0.007879185817465606,17.0,151868.4,153049.6577295489,152710.00585039472,335.4824765237281,273.5,1.0237860276529407,1.1764705875432526,0.7561945944328334,-0.001954397394136831,-0.001954397394136831,153200.0,153500.0,2.0,1.0,-0.1711461427126413,0.034359406482100445,1
2025-09-11 12:10:00,154000.0,154201.01260981124,151799.98739018876,414.2857142857143,0.0032664403938620222,52.19298245601216,433.66237105158507,0.009505080301540403,18.0,151928.3,153239.72618363914,152827.27804581338,368.38598121900577,329.8999999999942,1.6651220350871454,0.5882352937716263,1.210827360756519,0.001958224543080922,0.0,153500.0,153200.0,2.0,2.0,-0.26939169520602774,0.0895925611159016,0
2025-09-11 13:15:00,153500.0,154248.63754993578,151847.36245006422,446.42857142857144,0.0033627401929490473,49.999999999882355,431.980698135274,0.007879185817465606,16.0,151965.3,153291.7809469113,152888.43458710305,354.7087849751988,364.3999999999942,0.7529333061812433,1.1764705875432526,1.1163632525133054,0.0032573289902280145,0.005221932114882533,154000.0,153500.0,1.0,2.0,-0.24383368397397756,0.08980552889418955,0
2025-09-12 06:30:00,152500.0,154215.49373302775,151790.50626697225,425.0,0.003453274760334886,52.65486725650669,345.968211398751,0.0006561679790026975,15.0,151975.3,153133.42475752905,152853.12235191185,83.76702798015322,366.3999999999942,-0.8296950100403627,0.6060606056932966,2.33761173066766,-0.0032467532467532756,0.0,153500.0,154000.0,2.0,1.0,-0.21868884569992553,0.06676890695365159,1
